ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,propertyaddress,longitude,latitude,landmarknear,propertyinfo,nameuser,classreviewamount
9.7,0,1,0,0,0,0,0,0,8.2,0,1,0,0,36,4,1,0,0,0,1,1,0,0,1,1,0,1,"Jl melati no 18 jl sersan bajuri, cihideung parongpong bandung barat, Lembang, Bandung, Jawa Barat, Indonesia, 40558",-6.8124798,107.59601,Geological Museum,Costay Bajuri House,Annisa A. P.,0 - 1000
8.8,0,1,0,0,0,0,0,0,8.2,0,1,0,0,36,4,0,0,1,0,0,0,0,0,1,0,-1,1,"Jalan Panorama 1 No. 34-36, Lembang, Kayuambon, Lembang, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8148527,107.622976,Geological Museum,Villa de Rossa,Ahmad H. A.,0 - 1000
9.1,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,4,0,0,0,0,0,0,0,0,0,1,1,1,"Jl. Terusan Kopo No. 308/106, Cilampeni, Katapang, Bandung, Katapang, Bandung, Jawa Barat, Indonesia, 40919",-6.9940404,107.5550813,Kawah Putih,Pondok Eve,Reza H.,0 - 1000
8.5,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,4,0,1,0,0,1,1,1,1,1,1,0,1,"Jalan Lembang Asri No. 184, Lembang, Sukajaya, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8003343,107.5967247,Kawah Putih,Villa Bumi Lembang,Alex S.,0 - 1000
8.5,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,4,0,0,0,0,2,0,0,2,3,3,0,1,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9063202,107.6202605,Kawah Putih,Tebu Hotel Bandung,Daniel L.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,0,1,0,36,5,0,1,0,0,2,0,1,2,0,2,2,0,"Jalan Cisurian No.57 Rt.01 Rw. 01,Desa Cigugur Girang Parongpong, Parongpong, Bandung, Jawa Barat, Indonesia",-6.8235206,107.5889804,Sate Building,Villa Manis Lembang,Erwin S.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,0,1,0,36,5,0,0,0,0,1,0,0,1,0,3,3,0,"Jl Tangkuban Perahu No 22 Lembang, Kabupaten Bandung Barat, Jawa Barat, Indonesia, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8134369,107.623428,Sate Building,RumaTerra B & B,Siti,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,0,1,0,36,5,0,0,0,0,2,0,0,1,0,2,2,0,"Jalan Truno Joyo No. 19 , Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9033484,107.6131333,Sate Building,Hay Bandung,Rohana U. P.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,0,1,0,36,5,2,2,0,0,3,1,1,3,2,5,3,0,"Jalan Taman Cibeunying Selatan No 45, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9048057,107.6236129,Sate Building,Selaras Guest House & Restaurant,Fendyk F.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,0,1,0,36,5,0,2,0,0,1,0,0,1,0,3,3,0,"Jalan Belitung / Lombok No.10 , Sumurbandung, Bandung, Jawa Barat, Indonesia, 40107",-6.9113886,107.6187247,Sate Building,Oasis Siliwangi Hotel & Waterpark,amat w.,0 - 1000
8.5,0,1,0,0,0,0,0,0,8.2,0,0,1,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Holtikultura 19, Jayagiri Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8160223,107.6107358,Sate Building,Lembang Views,Dwi B. P.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,0,1,0,36,5,0,0,2,0,0,0,0,0,3,0,-3,0,"Jl Tangkuban Perahu No 22 Lembang, Kabupaten Bandung Barat, Jawa Barat, Indonesia, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8134369,107.623428,Sate Building,RumaTerra B & B,caya M.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,1,0,0,36,5,1,2,0,1,1,2,2,3,2,6,4,1,"Tower A Lantai 18; Jl. Merdeka, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9140643,107.6108195,Geological Museum,Mercure Bandung Nexa Supratman,Herni A.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,1,0,0,36,5,0,0,0,0,0,0,1,0,0,1,1,1,"Stadion Siliwangi, Jalan Lombok, Citarum, Jawa Barat, 40113, Indonesia, Bandung, Sumurbandung, Bandung, Jawa Barat, Indonesia, 40112",-6.91056,107.6186236,Geological Museum,OYO 90479 The Ethnic Hotel Bandung (all Suites),annisya p.,0 - 1000
8.5,0,1,0,0,0,0,0,0,8.2,0,1,0,0,36,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jl Raya Lembang 227, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8122314,107.6158244,Geological Museum,Pesona Bamboe Lembang,Handu T.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.2,0,1,0,0,36,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Terusan Kopo No. 308/106, Cilampeni, Katapang, Bandung, Katapang, Bandung, Jawa Barat, Indonesia, 40919",-6.9940404,107.5550813,Geological Museum,Pondok Eve,Iis M.,0 - 1000
9.7,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,5,0,0,0,0,0,0,0,0,0,1,1,1,"Jl. Kolonel Masturi No. 151 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 4054",-6.8067922,107.5941443,Kawah Putih,The Beautiful and Unique Omega Villa,Tiara A. M.,0 - 1000
8.5,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,5,0,0,0,0,0,0,0,0,0,1,1,1,"Jl. Kolonel Masturi No. 151 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 4054",-6.8067922,107.5941443,Kawah Putih,The Beautiful and Unique Omega Villa,Yenny,0 - 1000
8.8,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,5,0,0,0,0,0,0,0,0,0,1,1,1,"Jalan Ciwidey - Rancabali Km. 8 Ciwidey Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, 40972",-7.1181185,107.434938,Kawah Putih,MS Hotel Ciwidey,Lasmi N.,0 - 1000
9.7,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,5,0,0,0,0,0,0,0,0,0,0,0,1,"jl kolonel masturi km4,lembang asri ,nagrak tengah, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7992762,107.5975954,Kawah Putih,Syariah Runia Villa,Emiliana F.,0 - 1000
9.7,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,5,0,1,1,0,2,0,1,2,1,2,1,1,"Jalan Arumanis No 33 A , Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8726357,107.6296937,Kawah Putih,Bale Dikara,Rina M.,0 - 1000
8.5,0,0,0,0,0,1,0,0,8.9,0,0,1,0,36,5,1,1,0,2,1,1,1,2,2,6,4,1,"Jalan Lebak Siuh Dago Pakar Timur Ciburial Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8650382,107.6230564,Kawah Putih,Villa Verna AV4 Dago Village,Rini S.,0 - 1000
9.4,0,0,0,0,0,0,0,1,9,0,0,1,0,37,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Supratman No.43A, Bandung Wetan , Cibeunying, Bandung, Jawa Barat, Indonesia, 40113",-6.9046339,107.6281446,Taman Hutan Raya Juanda,Hotel Corsica,Dera F. R.,0 - 1000
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. RE. Martadinata No. 191, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9115576,107.6279597,Taman Hutan Raya Juanda,Hotel Riau Bandung,AGUS S. P. H.,0 - 1000
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,37,4,0,1,0,0,2,0,0,2,0,2,2,0,"Jl. Cibedug No 08 RT / 01 RW 10 Ds. Cikole Kec. Lembang Kab Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7958785,107.6484738,Taman Hutan Raya Juanda,Van House,Syifauzakia,0 - 1000
9.4,0,0,0,0,0,0,0,1,9,0,0,1,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Dago Pakar Permai 2 No 41, Resor Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8653691,107.6369539,Taman Hutan Raya Juanda,5 BR Hill View Villa with a private pool 1,Gita A.,0 - 1000
9.4,0,0,0,0,0,0,0,1,9,0,0,1,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Jayagiri No. 50 Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8077444,107.6194281,Taman Hutan Raya Juanda,Lingga Guest House Jayagiri Lembang,Aien A. Y.,0 - 1000
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,37,5,0,0,0,0,1,0,0,1,1,1,0,1,"Jl.Cipunagara No.15, Cibeunying, Bandung, Jawa Barat, Indonesia, 40113",-6.9034328,107.6265762,Taman Hutan Raya Juanda,De Riau Cottage by HouseinBandung,Doni Y.,0 - 1000
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,37,5,0,1,0,0,2,0,0,2,0,2,2,1,"9a, Dago, Jawa Barat, Bandung, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8762218,107.6176273,Taman Hutan Raya Juanda,OYO 90293 Guest House Cigadung 9a,Santo,0 - 1000
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,37,5,0,0,1,0,0,0,0,0,1,0,-1,1,"Jl.Ir.H. Juanda No. 319B Bandung , Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8762158,107.6168387,Taman Hutan Raya Juanda,The Kartipah Hotel,Vita M.,0 - 1000
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,37,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Kol Masturi Km 9 Parompong Cisarua , Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8028641,107.5829828,Taman Hutan Raya Juanda,Villa Alila by Vila Istana Bunga,Yanto,0 - 1000
9.4,0,0,0,0,0,0,0,1,9,0,0,1,0,37,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Kolonel Masturi km 9, Parompong Cisarua ( Blok R1-2A Villa Istana Bunga Lembang ),, Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.800462,107.5823369,Taman Hutan Raya Juanda,Villa Istana Bunga - Havana,Reza A.,0 - 1000
6,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Aceh No. 65, Bandung, Jawa Barat, Merdeka, Bandung, Jawa Barat, Indonesia, 40115",-6.9095313,107.6114055,Kawah Putih,Jan思alla Bandung,Fanny P.,0 - 1000
8.5,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,3,2,0,0,1,0,1,0,1,1,3,2,1,"Jalan Sultan Tirtayasa No.11, Citarum, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9024743,107.6129776,Kawah Putih,Bobobox Dago,denis s.,0 - 1000
6,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,3,0,0,1,0,0,0,0,1,3,1,-2,1,"Jl.Sentra Dago Pakar Raya, Perumahan Dago Resort, Bandung, Dago Atas, Bandung, Jawa Barat, Indonesia, 40198",-6.8675325,107.6352826,Kawah Putih,2BR Marbella Suite Apartment,Evi H.,0 - 1000
5.1,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,3,1,1,1,1,3,1,2,2,1,4,3,1,"Jl. Dago Pakar Permai 1 No. 25 , Dago Resort, Dago Atas, Bandung, Jawa Barat, Indonesia, 40181",-6.8676876,107.636214,Kawah Putih,Lotus Art & Garden Hotel,Rezky A. P.,0 - 1000
8.5,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Jayagiri No. 54, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8073445,107.6195828,Kawah Putih,Jayagiri Guesthouse,Dee,0 - 1000
9.4,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,3,0,0,0,0,0,0,0,0,0,1,1,0,"Jalan Aceh No. 65, Bandung, Jawa Barat, Merdeka, Bandung, Jawa Barat, Indonesia, 40115",-6.9095313,107.6114055,Kawah Putih,Jan思alla Bandung,jovita,0 - 1000
6,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,4,0,0,1,0,0,0,0,0,1,0,-1,1,"Jl. Surya Kencana No.11A, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",-6.8924813,107.6140643,Kawah Putih,Surya Kencana Boutique Guest House,Rosseline T.,0 - 1000
6.3,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,5,0,1,0,0,1,0,1,2,0,3,3,1,"Jl.Merdeka No.49,Bandung Sumur Bandung,babakan Ciamis, Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9073859,107.6101802,Kawah Putih,Urban Merdeka Hotel By UHM,Dirashalati,0 - 1000
6,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,5,0,1,0,0,1,0,0,2,0,4,4,1,"Jl. RE Martadinata No. 56, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9062328,107.6199137,Kawah Putih,Serela Riau by KAGUM Hotels,Rangga S.,0 - 1000
8.5,0,0,0,1,0,0,0,0,7.5,0,1,0,0,41,5,0,0,0,0,0,0,0,0,0,2,2,1,"Jalan Pabrik Gitar Desa Pagerwangi Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8376142,107.6244915,Kawah Putih,Mendulang Lembang Resort & Villa,Vega R. M.,0 - 1000
9.4,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,3,0,0,1,0,0,0,0,1,0,1,1,0,"Jalan Raya Tangkuban Perahu, Kompleks Panorama Indah C-5, Lembang, Bandung, Indonesia, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8109279,107.6249374,Kawah Putih,Puri Bernadi Guest House,Meiji I.,0 - 1000
9.7,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,0,0,0,1,0,2,1,0,3,3,0,"Jalan R.E. Martadinata 68, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9063306,107.6205148,Kawah Putih,De Paviljoen Bandung,Masayu A.,0 - 1000
9.7,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,0,0,0,1,0,0,1,0,2,2,0,"Jl. Raya Ciater, Palasari, Ciater, Kabupaten Subang, , Lembang, Ciater, Bandung, Indonesia, 41280",-6.7267606,107.6556074,Kawah Putih,Lembah Sarimas Resort Hotel Ciater,Ichsan,0 - 1000
10,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,2,0,0,1,0,0,2,0,1,1,0,"Jl.Merdeka No.49,Bandung Sumur Bandung,babakan Ciamis, Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9073859,107.6101802,Kawah Putih,Urban Merdeka Hotel By UHM,Dimas B.,0 - 1000
9.7,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,1,0,0,1,0,1,1,0,2,2,0,"Jl. Raya Tangkuban Parahu No.10d, Cikole, Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.797525,107.6526684,Kawah Putih,OYO 1541 Puri Cikole Asri,Muhammad A.,0 - 1000
6.2,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,1,0,0,2,0,0,1,0,3,3,0,"0000, Ciater, Jawa Barat, Subang,41281, Indonesia, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7471523,107.6392892,Kawah Putih,OYO 3040 D'pineapple Villa,Fajar G. R.,0 - 1000
9.4,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Dago Tropical No. 168 Buniwangi Bandung, Dago Atas, Bandung, Jawa Barat, Indonesia, 40390",-6.85207,107.624499,Kawah Putih,Rumah Jae - HALO JAE,Yogi I.,0 - 1000
6,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Braga No. 10, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9194606,107.6098208,Kawah Putih,de Braga by Artotel,Januarius S.,0 - 1000
6.2,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,1,0,0,2,0,1,2,0,2,2,0,"Jl. Terusan Kopo No. 308/106, Cilampeni, Katapang, Bandung, Katapang, Bandung, Jawa Barat, Indonesia, 40919",-6.9940404,107.5550813,Kawah Putih,Pondok Eve,Eggie S.,0 - 1000
9.4,1,0,0,0,0,0,0,0,8.1,0,0,1,0,43,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Braga 99 - 101 Bandung 40111, West Java, Indonesia, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9170825,107.6089854,Kawah Putih,Grand Dafam Braga Bandung,Acit A.,0 - 1000
5.1,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,3,1,4,0,2,4,0,2,3,1,5,4,0,"Jl. Raya Lembang Asri No. 115 Lembang , Lembang, Bandung, Jawa Barat, Indonesia, 40264",-6.7947958,107.5996385,Kawah Putih,Alessandra Private Villa Syariah,EKI,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,4,0,0,0,0,1,0,0,0,0,1,1,1,"Jalan Mawar II No. 39, Cluster Graha Kesuma, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 41097",-6.9174639,107.6191228,Kawah Putih,Villa Kesuma Syariah - 3 Bedroom,alslit,0 - 1000
6.1,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,4,1,0,1,1,0,1,0,0,2,1,-1,1,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9032993,107.6166768,Kawah Putih,Hotel Bumi Asih Gedung Sate Bandung,Darwin D.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan R.E. Martadinata 68, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9063306,107.6205148,Kawah Putih,De Paviljoen Bandung,Garnier F.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Seram No. 3 Kel. Citarum Kec. Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080239,107.6129776,Kawah Putih,Gandasari Hotel,M Taufik D.,0 - 1000
9.7,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,2,0,0,3,0,1,2,0,4,4,1,"Jl. Merdeka No.25-29, Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",-6.9092345,107.6103071,Kawah Putih,La Grande Apartment By Handoko,Dedi H. P.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,2,1,1,2,1,1,2,2,4,2,1,"Jl. RE Martadinata No. 56, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9062328,107.6199137,Kawah Putih,Serela Riau by KAGUM Hotels,Shanty E.,0 - 1000
9.4,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,6,4,7,5,5,6,1,6,17,19,2,1,"Jl. RE Martadinata No. 56, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9062328,107.6199137,Kawah Putih,Serela Riau by KAGUM Hotels,Yudion A. I.,0 - 1000
8.8,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,1,0,0,0,0,1,1,2,1,1,"Jalan Hasanudin No 10 , Dago, Dago, Bandung, Jawa Barat, Indonesia, 40121",-6.8950979,107.6144666,Kawah Putih,Namin Dago Hotel,yunitarahmawati,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. RE Martadinata No. 56, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9062328,107.6199137,Kawah Putih,Serela Riau by KAGUM Hotels,Dinda A. L.,0 - 1000
6.1,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,1,2,0,1,2,1,1,3,1,4,3,1,"Jalan Bagusrangin No.17B (Depan Taman Bagusrangin / depan Kafe Kebon / Salon hetty Hair, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8976269,107.6170349,Kawah Putih,Hannah Room - Khusus Putri,Keinda D. A.,0 - 1000
6.1,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,2,0,0,2,1,0,3,1,2,1,1,"Jalan Raya Lembang No.224 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8132787,107.6155207,Kawah Putih,Hotel Bumi Makmur Indah Lembang,dani m.,0 - 1000
10,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Ir. H. Juanda No. 33, Dago, Bandung, Jawa Barat, Indonesia, 40106",-6.9041809,107.6103882,Kawah Putih,Courtyard by Marriott Bandung Dago,Gunawan S.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,1,1,0,1,0,1,1,1,1,0,0,"Jalan Tangkuban Perahu No.68,Cibogo,Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8102923,107.6269886,Kawah Putih,Villa Naisha Lembang,Tjhin F.,0 - 1000
6.9,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Tangkuban Perahu No.68,Cibogo,Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8102923,107.6269886,Kawah Putih,Villa Naisha Lembang,Kho F. G.,0 - 1000
9.7,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,1,1,0,0,2,1,0,3,1,2,1,0,"Jalan Pabrik Gitar Desa Pagerwangi Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8376142,107.6244915,Kawah Putih,Mendulang Lembang Resort & Villa,RETNO I. K.,0 - 1000
9,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,1,0,0,0,0,1,0,0,0,0,0,"Jalan Ciater Blok Dawuan, Ciater Subang, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7296432,107.6540144,Kawah Putih,Gracia Spa,Mulyatno R.,0 - 1000
6.6,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,1,0,1,1,1,1,0,2,1,1,0,1,"Jalan W.R. Supratman No. 98, Cibeunying, Bandung, Jawa Barat, Indonesia, 40122",-6.9019507,107.6273712,Kawah Putih,Mitra Hotel Bandung,indh,0 - 1000
8.9,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,3,0,0,4,0,2,3,0,6,6,1,"Jl. Ir. H. Juanda 46, Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.9013512,107.6125679,Kawah Putih,Four Points by Sheraton Bandung,Heny F.,0 - 1000
8.3,0,0,0,0,0,0,0,1,7.5,0,1,0,0,45,5,0,1,0,0,2,0,0,0,1,3,2,1,"Jalan Aria Jipang No. 6, Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.8993376,107.6156364,Kawah Putih,Travelers Inn Dago,Yonny S. I.,0 - 1000
6.4,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,3,0,1,0,0,1,0,1,1,0,2,2,1,"Jalan Bukit Cemara Indah 32, Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40135",-6.8630845,107.651706,Geological Museum,2 BR Golf Mountain View Villa private pool 1,Edward A. L.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,4,0,2,0,1,1,0,1,1,1,2,1,1,"Jalan Parung Serab, Parungserab, Bandung, Jawa Barat, Soreang, Bandung, Jawa Barat, Indonesia, 40913",-7.0105801,107.5343285,Geological Museum,OYO 90324 Si Jalak Guest House,Getar P.,0 - 1000
8.6,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,4,0,1,0,0,1,0,1,1,0,2,2,1,"Jalan Panorama 1 No. 34-36, Lembang, Kayuambon, Lembang, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8148527,107.622976,Geological Museum,Villa de Rossa,dio s.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,4,0,0,2,0,1,0,0,1,1,1,0,1,"Jl.Bahureksa no 3 Bandung , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9049747,107.6139818,Geological Museum,Ivory Hotel Bandung,Rina A.,0 - 1000
8.5,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,4,2,4,1,0,3,1,1,7,5,9,4,1,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9063202,107.6202605,Geological Museum,Tebu Hotel Bandung,Opan G.,0 - 1000
9.1,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,0,0,1,0,1,0,0,1,2,1,-1,1,"Jl. Situ Cileunca, Pangalengan Kab. Bandung ﾐ Indonesia, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.185445,107.5577528,Kawah Putih,De Bloem Lake View,ELIZABETH,0 - 1000
5.7,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,0,1,0,0,1,0,1,1,0,1,1,1,"Jl. Holtikultura 19, Jayagiri Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8160223,107.6107358,Kawah Putih,Lembang Views,ida s.,0 - 1000
6,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,0,0,0,0,1,0,0,2,0,2,2,0,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9063202,107.6202605,Kawah Putih,Tebu Hotel Bandung,Ria M. T.,0 - 1000
5.1,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,1,3,0,0,1,0,0,1,0,3,3,0,"Jalan Hortikultura No.01 RT 01 RW 05 Desa Jayagiri Kecamatan Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8100346,107.6171406,Kawah Putih,Samakta Guest House,Juniarti,0 - 1000
5.8,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,0,1,0,0,1,0,0,1,0,1,1,0,"Jl. Tol Soroja, Parungserab, Kec. Soreang, Bandung, Jawa Barat 40921, Soreang, Bandung, Jawa Barat, Indonesia, 40919",-7.0107388,107.5319847,Kawah Putih,Soreang Hotel,A Dahlan,0 - 1000
